Date,Adj Close,Close,High,Low,Open,Volume
2018-07-01,13.448331832885742,16.200000762939453,16.260000228881836,16.200000762939453,16.219999313354492,284558.0
2018-07-02,13.398520469665527,16.139999389648438,16.219999313354492,16.1200008392334,16.200000762939453,358969.0
2018-07-03,13.43172836303711,16.18000030517578,16.200000762939453,16.059999465942383,16.139999389648438,321838.0
2018-07-04,13.448331832885742,16.200000762939453,16.239999771118164,16.18000030517578,16.18000030517578,352128.0
2018-07-05,13.514742851257324,16.280000686645508,16.299999237060547,16.200000762939453,16.200000762939453,715952.0
2018-07-08,13.780385971069336,16.600000381469727,16.639999389648438,16.280000686645508,16.280000686645508,1392197.0
2018-07-09,14.09454345703125,16.600000381469727,16.600000381469727,16.299999237060547,16.3799991607666,1021882.0
2018-07-10,14.41718864440918,16.979999542236328,17.0,16.520000457763672,16.600000381469727,1101303.0
2018-07-11,14.383227348327637,16.940000534057617,17.0,16.780000686645508,17.0,414108.0
2018-07-12,14.41718864440918,16.979999542236328,16.979999542236328,16.799999237060547,16.799999237060547,163397.0
2018-07-15,14.43416976928711,17.0,17.059999465942383,16.940000534057617,16.979999542236328,361397.0
2018-07-16,14.790781021118164,17.420000076293945,17.459999084472656,16.959999084472656,17.0,1372355.0
2018-07-17,14.671911239624023,17.280000686645508,17.440000534057617,17.280000686645508,17.440000534057617,1412731.0
2018-07-18,14.994556427001953,17.65999984741211,17.799999237060547,17.299999237060547,17.299999237060547,1563864.0
2018-07-19,15.317203521728516,18.040000915527344,18.059999465942383,17.799999237060547,17.799999237060547,2215681.0
2018-07-22,15.215316772460938,17.920000076293945,18.200000762939453,17.899999618530273,18.040000915527344,1515419.0
2018-07-23,15.130407333374023,17.81999969482422,18.100000381469727,17.700000762939453,18.0,1028575.0
2018-07-24,14.926631927490234,17.579999923706055,17.8799991607666,17.5,17.8799991607666,504471.0
2018-07-25,14.875688552856445,17.520000457763672,17.700000762939453,17.5,17.5,393872.0
2018-07-26,15.0115385055542,17.68000030517578,17.700000762939453,17.5,17.540000915527344,654439.0
2018-07-29,15.062481880187988,17.739999771118164,17.799999237060547,17.600000381469727,17.68000030517578,603834.0
2018-07-30,15.198332786560059,17.899999618530273,17.920000076293945,17.760000228881836,17.760000228881836,736658.0
2018-07-31,15.028519630432129,17.700000762939453,17.979999542236328,17.540000915527344,17.84000015258789,515746.0
2018-08-01,15.113426208496094,17.799999237060547,17.81999969482422,17.5,17.5,161013.0
2018-08-02,14.960594177246094,17.6200008392334,17.799999237060547,17.5,17.799999237060547,429701.0
2018-08-05,15.0115385055542,17.68000030517578,17.68000030517578,17.5,17.5,236173.0
2018-08-06,15.130407333374023,17.81999969482422,17.899999618530273,17.65999984741211,17.68000030517578,654760.0
2018-08-07,15.1643705368042,17.860000610351562,17.860000610351562,17.780000686645508,17.860000610351562,122997.0
2018-08-08,15.062481880187988,17.739999771118164,17.860000610351562,17.719999313354492,17.799999237060547,267148.0
2018-08-09,15.079463005065918,17.760000228881836,17.860000610351562,17.719999313354492,17.719999313354492,466650.0
2018-08-12,14.85870361328125,17.5,17.739999771118164,17.479999542236328,17.600000381469727,321358.0
2018-08-13,14.09454345703125,16.600000381469727,17.31999969482422,16.540000915527344,17.219999313354492,1546051.0
2018-08-14,14.128506660461426,16.639999389648438,17.020000457763672,16.579999923706055,16.579999923706055,833203.0
2018-08-15,14.09454345703125,16.600000381469727,16.799999237060547,16.5,16.799999237060547,165776.0
2018-08-16,14.179450035095215,16.700000762939453,16.700000762939453,16.31999969482422,16.5,1502569.0
2018-08-19,14.179450035095215,16.700000762939453,16.700000762939453,16.31999969482422,16.5,1502569.0
2018-08-20,14.179450035095215,16.700000762939453,16.700000762939453,16.700000762939453,16.700000762939453,0.0
2018-08-21,14.179450035095215,16.700000762939453,16.700000762939453,16.700000762939453,16.700000762939453,0.0
2018-08-22,14.179450035095215,16.700000762939453,16.700000762939453,16.700000762939453,16.700000762939453,0.0
2018-08-23,14.179450035095215,16.700000762939453,16.700000762939453,16.700000762939453,16.700000762939453,0.0
2018-08-26,14.349263191223145,16.899999618530273,16.979999542236328,16.719999313354492,16.719999313354492,443935.0
2018-08-27,14.230395317077637,16.760000228881836,17.0,16.719999313354492,16.979999542236328,775129.0
2018-08-28,14.09454345703125,16.600000381469727,16.700000762939453,16.579999923706055,16.700000762939453,611968.0
2018-08-29,14.009636878967285,16.5,16.600000381469727,16.399999618530273,16.600000381469727,334190.0
2018-08-30,13.670008659362793,16.100000381469727,16.5,16.079999923706055,16.5,810465.0
2018-09-02,13.585102081298828,16.0,16.200000762939453,15.960000038146973,16.200000762939453,661998.0
2018-09-03,13.585102081298828,16.0,16.0,15.9399995803833,16.0,465624.0
2018-09-04,13.585102081298828,16.0,16.020000457763672,15.979999542236328,16.0,1918199.0
2018-09-05,13.296420097351074,15.65999984741211,16.079999923706055,15.65999984741211,16.079999923706055,466644.0
2018-09-06,13.041698455810547,15.359999656677246,15.760000228881836,15.15999984741211,15.760000228881836,790229.0
2018-09-09,13.398306846618652,15.779999732971191,15.800000190734863,15.100000381469727,15.220000267028809,462466.0
2018-09-10,13.245474815368652,15.600000381469727,15.979999542236328,15.520000457763672,15.699999809265137,217074.0
2018-09-11,13.177549362182617,15.520000457763672,15.600000381469727,15.399999618530273,15.5,135943.0
2018-09-12,13.177549362182617,15.520000457763672,15.520000457763672,15.460000038146973,15.5,293521.0
2018-09-13,13.058679580688477,15.380000114440918,15.5,15.239999771118164,15.5,600374.0
2018-09-16,12.93980884552002,15.239999771118164,15.380000114440918,15.239999771118164,15.380000114440918,189781.0
2018-09-17,13.228492736816406,15.579999923706055,15.579999923706055,15.020000457763672,15.140000343322754,975114.0
2018-09-18,13.415288925170898,15.800000190734863,15.899999618530273,15.539999961853027,15.579999923706055,892867.0
2018-09-19,13.585102081298828,16.0,16.079999923706055,15.739999771118164,15.800000190734863,626454.0
2018-09-20,13.500194549560547,15.899999618530273,16.100000381469727,15.680000305175781,16.100000381469727,898098.0
2018-09-23,13.500194549560547,15.899999618530273,15.899999618530273,15.899999618530273,15.899999618530273,0.0
2018-09-24,13.500194549560547,15.899999618530273,16.100000381469727,15.680000305175781,16.100000381469727,898098.0
2018-09-25,14.06058120727539,16.559999465942383,16.559999465942383,15.899999618530273,15.899999618530273,908919.0
2018-09-26,14.09454345703125,16.600000381469727,16.639999389648438,16.520000457763672,16.520000457763672,792516.0
2018-09-27,13.924728393554688,16.399999618530273,16.700000762939453,16.399999618530273,16.600000381469727,1350813.0
2018-09-30,14.111526489257812,16.6200008392334,16.719999313354492,16.440000534057617,16.5,655466.0
2018-10-01,14.21341323852539,16.739999771118164,16.739999771118164,16.600000381469727,16.6200008392334,892853.0
2018-10-02,14.21341323852539,16.739999771118164,16.780000686645508,16.600000381469727,16.65999984741211,698343.0
2018-10-03,14.077563285827637,16.579999923706055,16.700000762939453,16.520000457763672,16.600000381469727,569264.0
2018-10-04,14.06058120727539,16.559999465942383,16.6200008392334,16.520000457763672,16.579999923706055,781944.0
2018-10-07,14.06058120727539,16.559999465942383,16.639999389648438,16.420000076293945,16.600000381469727,1266263.0
2018-10-08,14.400209426879883,16.959999084472656,16.959999084472656,16.459999084472656,16.520000457763672,1440013.0
2018-10-09,14.179450035095215,16.700000762939453,17.100000381469727,16.700000762939453,16.959999084472656,1705006.0
2018-10-10,14.383227348327637,16.940000534057617,16.940000534057617,16.65999984741211,16.700000762939453,970110.0
2018-10-11,13.771896362304688,16.219999313354492,16.760000228881836,16.18000030517578,16.760000228881836,2198868.0
2018-10-14,,,,,,
2018-10-15,13.97567367553711,16.459999084472656,16.5,15.960000038146973,16.0,4482488.0
2018-10-16,14.53606128692627,17.1200008392334,17.1200008392334,15.640000343322754,16.299999237060547,7987651.0
2018-10-17,14.179450035095215,16.700000762939453,17.100000381469727,16.700000762939453,17.100000381469727,585999.0
2018-10-18,14.400209426879883,16.959999084472656,16.959999084472656,16.600000381469727,16.799999237060547,1086424.0
2018-10-21,14.85870361328125,17.5,17.5,16.3799991607666,16.5,3136544.0
2018-10-22,14.943613052368164,17.600000381469727,18.0,16.600000381469727,17.0,6187207.0
2018-10-23,14.264355659484863,16.799999237060547,17.200000762939453,16.799999237060547,17.200000762939453,2486681.0
2018-10-24,14.196432113647461,16.719999313354492,16.940000534057617,16.639999389648438,16.899999618530273,645652.0
2018-10-25,14.84172534942627,17.479999542236328,17.559999465942383,16.65999984741211,16.920000076293945,16324009.0
2018-10-28,14.451153755187988,17.020000457763672,17.420000076293945,17.020000457763672,17.200000762939453,1060279.0
2018-10-29,14.587003707885742,17.18000030517578,17.420000076293945,17.040000915527344,17.040000915527344,595732.0
2018-10-30,14.603984832763672,17.200000762939453,17.280000686645508,17.100000381469727,17.200000762939453,275413.0
2018-10-31,14.722855567932129,17.34000015258789,17.399999618530273,17.139999389648438,17.139999389648438,417506.0
2018-11-01,14.68889045715332,17.299999237060547,17.360000610351562,17.239999771118164,17.360000610351562,171376.0
2018-11-04,14.485114097595215,17.059999465942383,17.280000686645508,17.020000457763672,17.280000686645508,197658.0
2018-11-05,14.315302848815918,16.860000610351562,17.139999389648438,16.860000610351562,17.079999923706055,904247.0
2018-11-06,14.468133926391602,17.040000915527344,17.1200008392334,16.959999084472656,16.959999084472656,376522.0
2018-11-07,14.43416976928711,17.0,17.059999465942383,16.860000610351562,17.040000915527344,310262.0
2018-11-08,14.298320770263672,16.84000015258789,17.0,16.799999237060547,17.0,495696.0
2018-11-11,14.24737548828125,16.780000686645508,16.81999969482422,16.639999389648438,16.799999237060547,543594.0
2018-11-12,14.264355659484863,16.799999237060547,16.8799991607666,16.739999771118164,16.799999237060547,426042.0
2018-11-13,14.230395317077637,16.760000228881836,16.799999237060547,16.719999313354492,16.739999771118164,122232.0
2018-11-14,14.196432113647461,16.719999313354492,16.799999237060547,16.65999984741211,16.739999771118164,816908.0
2018-11-15,14.264355659484863,16.799999237060547,16.860000610351562,16.68000030517578,16.780000686645508,310698.0
2018-11-18,14.24737548828125,16.780000686645508,17.0,16.719999313354492,16.739999771118164,248568.0
2018-11-19,14.43416976928711,17.0,17.0,16.760000228881836,16.799999237060547,529783.0
2018-11-20,14.145487785339355,16.65999984741211,17.0,16.65999984741211,17.0,177914.0
2018-11-21,14.264355659484863,16.799999237060547,17.0,16.700000762939453,16.799999237060547,390490.0
2018-11-22,14.366246223449707,16.920000076293945,16.940000534057617,16.780000686645508,16.8799991607666,607007.0
2018-11-25,14.264355659484863,16.799999237060547,16.920000076293945,16.799999237060547,16.920000076293945,200692.0
2018-11-26,14.281338691711426,16.81999969482422,16.959999084472656,16.81999969482422,16.84000015258789,288022.0
2018-11-27,14.332283020019531,16.8799991607666,16.899999618530273,16.799999237060547,16.899999618530273,394933.0
2018-11-28,14.332283020019531,16.8799991607666,16.899999618530273,16.799999237060547,16.799999237060547,237572.0
2018-11-29,14.85870361328125,17.5,17.5,16.899999618530273,16.899999618530273,1201534.0
2018-12-02,14.84172534942627,17.479999542236328,17.5,17.239999771118164,17.239999771118164,517043.0
2018-12-03,14.892670631408691,17.540000915527344,17.68000030517578,17.34000015258789,17.34000015258789,1127625.0
2018-12-04,15.147390365600586,17.84000015258789,17.860000610351562,17.579999923706055,17.68000030517578,1881989.0
2018-12-05,15.079463005065918,17.760000228881836,18.0,17.520000457763672,17.700000762939453,894619.0
2018-12-06,15.147390365600586,17.84000015258789,17.84000015258789,17.700000762939453,17.760000228881836,7521322.0
2018-12-09,15.062481880187988,17.739999771118164,17.84000015258789,17.739999771118164,17.799999237060547,194763.0
2018-12-10,14.722855567932129,17.34000015258789,17.760000228881836,17.31999969482422,17.760000228881836,1025262.0
2018-12-11,15.028519630432129,17.700000762939453,17.700000762939453,17.399999618530273,17.399999618530273,1368465.0
2018-12-12,15.09644603729248,17.780000686645508,17.799999237060547,17.639999389648438,17.65999984741211,1151237.0
2018-12-13,15.113426208496094,17.799999237060547,17.84000015258789,17.760000228881836,17.760000228881836,601207.0
2018-12-16,15.09644603729248,17.780000686645508,17.799999237060547,17.719999313354492,17.799999237060547,390765.0
2018-12-17,15.266258239746094,17.979999542236328,17.979999542236328,17.84000015258789,17.84000015258789,484269.0
2018-12-18,15.317203521728516,18.040000915527344,18.100000381469727,17.899999618530273,17.979999542236328,2355654.0
2018-12-19,15.300220489501953,18.020000457763672,18.100000381469727,17.940000534057617,18.100000381469727,364554.0
2018-12-20,15.317203521728516,18.040000915527344,18.059999465942383,17.899999618530273,17.899999618530273,614630.0
2018-12-23,15.283238410949707,18.0,18.0,17.799999237060547,17.899999618530273,237007.0
2018-12-24,15.334183692932129,18.059999465942383,18.100000381469727,18.0,18.0,235488.0
2018-12-25,16.59080696105957,19.540000915527344,19.6200008392334,18.299999237060547,18.299999237060547,4965679.0
2018-12-26,16.6077880859375,19.559999465942383,20.0,19.34000015258789,19.68000030517578,2866237.0
2018-12-27,16.82854461669922,19.81999969482422,20.0,19.600000381469727,19.700000762939453,1712164.0
2018-12-30,16.913450241088867,19.920000076293945,19.979999542236328,19.81999969482422,19.81999969482422,711779.0
2018-12-31,16.82854461669922,19.81999969482422,19.899999618530273,19.799999237060547,19.799999237060547,711473.0
2019-01-01,16.777599334716797,19.760000228881836,19.81999969482422,19.700000762939453,19.799999237060547,195681.0
2019-01-02,16.67571258544922,19.639999389648438,19.760000228881836,19.5,19.700000762939453,446526.0
2019-01-03,16.59080696105957,19.540000915527344,19.579999923706055,19.440000534057617,19.520000457763672,734006.0
2019-01-06,16.53986167907715,19.479999542236328,19.760000228881836,19.459999084472656,19.520000457763672,398650.0
2019-01-07,16.505901336669922,19.440000534057617,19.520000457763672,19.3799991607666,19.479999542236328,1207770.0
2019-01-08,16.52288055419922,19.459999084472656,19.600000381469727,19.440000534057617,19.479999542236328,1084720.0
2019-01-09,16.52288055419922,19.459999084472656,19.700000762939453,19.459999084472656,19.600000381469727,1858014.0
2019-01-10,16.52288055419922,19.459999084472656,19.540000915527344,19.399999618530273,19.5,1726548.0
2019-01-13,16.57382583618164,19.520000457763672,19.600000381469727,19.360000610351562,19.459999084472656,2080054.0
2019-01-14,16.692691802978516,19.65999984741211,19.68000030517578,19.459999084472656,19.5,531739.0
2019-01-15,16.96439552307129,19.979999542236328,20.0,19.65999984741211,19.65999984741211,1863961.0
2019-01-16,17.728557586669922,20.8799991607666,20.940000534057617,20.0,20.0,1787260.0
2019-01-17,17.745540618896484,20.899999618530273,20.979999542236328,20.65999984741211,20.799999237060547,1479289.0
2019-01-20,17.558746337890625,20.68000030517578,20.979999542236328,20.68000030517578,20.899999618530273,1061971.0
2019-01-21,17.541763305664062,20.65999984741211,20.719999313354492,20.239999771118164,20.700000762939453,2324535.0
2019-01-22,17.575729370117188,20.700000762939453,20.780000686645508,20.540000915527344,20.639999389648438,560423.0
2019-01-23,17.762523651123047,20.920000076293945,20.940000534057617,20.639999389648438,20.700000762939453,1033515.0
2019-01-24,18.068187713623047,21.280000686645508,21.280000686645508,20.81999969482422,20.860000610351562,900426.0
2019-01-27,18.254981994628906,21.5,21.68000030517578,21.040000915527344,21.239999771118164,1332882.0
2019-01-28,19.019145965576172,22.399999618530273,22.399999618530273,21.5,21.520000457763672,2565466.0
2019-01-29,18.883291244506836,22.239999771118164,22.280000686645508,21.940000534057617,22.280000686645508,1270183.0
2019-01-30,18.849328994750977,22.200000762939453,22.299999237060547,22.0,22.139999389648438,604633.0
2019-01-31,19.239898681640625,22.65999984741211,22.8799991607666,22.299999237060547,22.299999237060547,1607856.0
2019-02-03,19.07008934020996,22.459999084472656,22.65999984741211,22.420000076293945,22.65999984741211,332044.0
2019-02-04,19.154996871948242,22.559999465942383,22.6200008392334,22.459999084472656,22.559999465942383,869200.0
2019-02-05,19.630475997924805,23.1200008392334,23.139999389648438,22.520000457763672,22.520000457763672,1748124.0
2019-02-06,19.93613624572754,23.479999542236328,23.700000762939453,23.1200008392334,23.1200008392334,1322876.0
2019-02-07,19.98708152770996,23.540000915527344,23.6200008392334,23.479999542236328,23.479999542236328,784188.0
2019-02-10,19.749343872070312,23.260000228881836,23.600000381469727,23.200000762939453,23.600000381469727,472432.0
2019-02-11,19.71537971496582,23.219999313354492,23.280000686645508,23.0,23.280000686645508,920820.0
2019-02-12,19.868207931518555,23.399999618530273,23.420000076293945,23.15999984741211,23.15999984741211,663083.0
2019-02-13,19.91915512084961,23.459999084472656,23.6200008392334,23.399999618530273,23.399999618530273,1005376.0
2019-02-14,19.98708152770996,23.540000915527344,23.540000915527344,23.34000015258789,23.440000534057617,1040896.0
2019-02-17,20.038026809692383,23.600000381469727,23.6200008392334,23.31999969482422,23.31999969482422,458646.0
2019-02-18,19.98708152770996,23.540000915527344,23.6200008392334,23.440000534057617,23.6200008392334,367173.0
2019-02-19,19.562549591064453,23.040000915527344,23.5,23.040000915527344,23.420000076293945,579486.0
2019-02-20,20.004066467285156,23.559999465942383,23.559999465942383,23.020000457763672,23.020000457763672,540182.0
2019-02-21,19.98708152770996,23.540000915527344,23.559999465942383,23.219999313354492,23.5,652147.0
2019-02-24,19.749343872070312,23.260000228881836,23.5,23.260000228881836,23.5,446870.0
2019-02-25,19.13801383972168,22.540000915527344,23.280000686645508,22.479999542236328,23.280000686645508,766754.0
2019-02-26,18.951217651367188,22.31999969482422,22.540000915527344,21.299999237060547,22.540000915527344,890868.0
2019-02-27,18.98518180847168,22.360000610351562,22.3799991607666,21.719999313354492,22.299999237060547,1320178.0
2019-02-28,18.934234619140625,22.299999237060547,22.540000915527344,22.15999984741211,22.260000228881836,899645.0
2019-03-03,19.053104400634766,22.440000534057617,22.540000915527344,22.360000610351562,22.399999618530273,584616.0
2019-03-04,19.49462127685547,22.959999084472656,22.959999084472656,22.420000076293945,22.459999084472656,634034.0
2019-03-05,19.528583526611328,23.0,23.0,22.799999237060547,22.899999618530273,643914.0
2019-03-06,19.324810028076172,22.760000228881836,22.959999084472656,22.760000228881836,22.899999618530273,360024.0
2019-03-07,19.528583526611328,23.0,23.0,22.360000610351562,22.799999237060547,671044.0
2019-03-10,19.51160430908203,22.979999542236328,23.200000762939453,22.940000534057617,22.979999542236328,342025.0
2019-03-11,19.443675994873047,22.899999618530273,23.0,22.559999465942383,22.8799991607666,695536.0
2019-03-12,19.528583526611328,23.0,23.0,22.8799991607666,22.899999618530273,478829.0
2019-03-13,19.6474552154541,23.139999389648438,23.139999389648438,22.920000076293945,23.0,555567.0
2019-03-14,19.9531192779541,23.5,23.5,23.139999389648438,23.139999389648438,3989261.0
2019-03-17,19.81726837158203,23.34000015258789,23.459999084472656,23.31999969482422,23.31999969482422,2281705.0
2019-03-18,20.292747497558594,23.899999618530273,23.899999618530273,23.200000762939453,23.420000076293945,2705502.0
2019-03-19,20.12293243408203,23.700000762939453,23.860000610351562,23.520000457763672,23.579999923706055,1180561.0
2019-03-20,20.157480239868164,23.34000015258789,23.459999084472656,23.100000381469727,23.299999237060547,648882.0
2019-03-21,20.60657501220703,23.860000610351562,23.8799991607666,23.31999969482422,23.31999969482422,699100.0
2019-03-24,20.382028579711914,23.600000381469727,23.760000228881836,23.520000457763672,23.600000381469727,555664.0
2019-03-25,20.39929962158203,23.6200008392334,23.700000762939453,23.5,23.6200008392334,649663.0
2019-03-26,20.64112091064453,23.899999618530273,23.899999618530273,23.520000457763672,23.540000915527344,582810.0
2019-03-27,20.71021270751953,23.979999542236328,24.040000915527344,23.940000534057617,24.0,1768352.0
2019-03-28,20.79657745361328,24.079999923706055,24.079999923706055,23.959999084472656,24.040000915527344,1211949.0
2019-03-31,20.79657745361328,24.079999923706055,24.079999923706055,24.079999923706055,24.079999923706055,0.0
2019-04-01,20.96930694580078,24.280000686645508,24.299999237060547,24.0,24.0,927403.0
2019-04-02,21.1593074798584,24.5,24.5,24.31999969482422,24.31999969482422,1252600.0
2019-04-03,21.418399810791016,24.799999237060547,24.799999237060547,24.459999084472656,24.5,1804203.0
2019-04-04,21.452945709228516,24.84000015258789,24.84000015258789,24.65999984741211,24.65999984741211,1014332.0
2019-04-07,21.504762649536133,24.899999618530273,24.899999618530273,24.719999313354492,24.84000015258789,586446.0
