Date,Adj Close.192,Close.192,High.192,Low.192,Open.192,Volume.192
2018-07-01,28.036909103393555,36.0,36.08000183105469,35.7599983215332,35.79999923706055,514697
2018-07-02,27.818843841552734,35.720001220703125,36.0,35.439998626708984,35.79999923706055,671552
2018-07-03,27.756546020507812,35.63999938964844,35.720001220703125,35.47999954223633,35.599998474121094,515710
2018-07-04,27.787696838378906,35.68000030517578,35.79999923706055,35.36000061035156,35.599998474121094,462535
2018-07-05,27.538476943969727,35.36000061035156,35.79999923706055,35.36000061035156,35.63999938964844,690610
2018-07-08,26.88428497314453,34.52000045776367,35.31999969482422,34.52000045776367,35.2400016784668,1079892
2018-07-09,26.790822982788086,34.400001525878906,34.68000030517578,34.20000076293945,34.68000030517578,993297
2018-07-10,27.102346420288086,34.79999923706055,34.959999084472656,34.439998626708984,34.68000030517578,1075195
2018-07-11,27.07118797302246,34.7599983215332,35.0,34.560001373291016,35.0,456197
2018-07-12,27.102346420288086,34.79999923706055,34.880001068115234,34.68000030517578,34.880001068115234,189097
2018-07-15,27.164655685424805,34.880001068115234,35.040000915527344,34.84000015258789,35.0,200445
2018-07-16,27.538476943969727,35.36000061035156,35.36000061035156,34.880001068115234,34.880001068115234,675137
2018-07-17,27.413862228393555,35.20000076293945,35.400001525878906,34.91999816894531,35.0,754710
2018-07-18,27.38271713256836,35.15999984741211,35.2400016784668,35.0,35.040000915527344,903990
2018-07-19,27.289257049560547,35.040000915527344,35.31999969482422,35.040000915527344,35.20000076293945,516932
2018-07-22,27.258106231689453,35.0,35.279998779296875,34.91999816894531,34.91999816894531,296877
2018-07-23,27.289257049560547,35.040000915527344,35.2400016784668,35.0,35.0,293560
2018-07-24,27.44502067565918,35.2400016784668,35.439998626708984,35.0,35.08000183105469,384385
2018-07-25,27.258106231689453,35.0,35.47999954223633,35.0,35.47999954223633,330642
2018-07-26,27.04004669189453,34.720001220703125,34.959999084472656,34.63999938964844,34.84000015258789,498777
2018-07-29,27.07118797302246,34.7599983215332,35.0,34.720001220703125,34.79999923706055,728515
2018-07-30,27.07118797302246,34.7599983215332,34.91999816894531,34.68000030517578,34.7599983215332,804562
2018-07-31,26.946584701538086,34.599998474121094,34.880001068115234,34.560001373291016,34.880001068115234,472597
2018-08-01,27.104169845581055,34.400001525878906,34.599998474121094,34.20000076293945,34.560001373291016,406352
2018-08-02,27.198720932006836,34.52000045776367,34.52000045776367,34.20000076293945,34.400001525878906,335360
2018-08-05,27.009620666503906,34.279998779296875,34.400001525878906,34.15999984741211,34.400001525878906,186770
2018-08-06,26.94658851623535,34.20000076293945,34.400001525878906,34.119998931884766,34.2400016784668,347610
2018-08-07,27.104169845581055,34.400001525878906,34.400001525878906,34.15999984741211,34.15999984741211,317480
2018-08-08,26.978103637695312,34.2400016784668,34.439998626708984,34.20000076293945,34.2400016784668,219942
2018-08-09,26.85203742980957,34.08000183105469,34.279998779296875,34.040000915527344,34.2400016784668,186790
2018-08-12,26.379287719726562,33.47999954223633,34.08000183105469,33.400001525878906,34.08000183105469,837912
2018-08-13,25.71744155883789,32.63999938964844,33.400001525878906,32.20000076293945,33.400001525878906,852012
2018-08-14,25.213180541992188,32.0,34.2400016784668,31.719999313354492,32.31999969482422,1457407
2018-08-15,24.898014068603516,31.600000381469727,32.15999984741211,31.479999542236328,32.08000183105469,1715397
