Date,Adj Close.104,Close.104,High.104,Low.104,Open.104,Volume.104
2018-07-01,59.599998474121094,59.599998474121094,59.70000076293945,58.599998474121094,58.599998474121094,141580.0
2018-07-02,60.099998474121094,60.099998474121094,60.099998474121094,59.0,59.099998474121094,86360.0
2018-07-03,59.599998474121094,59.599998474121094,60.099998474121094,59.5,60.099998474121094,101735.0
2018-07-04,59.29999923706055,59.29999923706055,59.5,58.70000076293945,59.099998474121094,112366.0
2018-07-05,59.400001525878906,59.400001525878906,60.20000076293945,59.400001525878906,59.599998474121094,68425.0
2018-07-08,60.099998474121094,60.099998474121094,60.5,59.599998474121094,59.70000076293945,122708.0
2018-07-09,60.599998474121094,60.599998474121094,61.0,60.20000076293945,60.29999923706055,137834.0
2018-07-10,60.900001525878906,60.900001525878906,61.099998474121094,60.599998474121094,60.79999923706055,127438.0
2018-07-11,60.5,60.5,61.5,60.29999923706055,61.5,263831.0
2018-07-12,60.5,60.5,60.70000076293945,60.20000076293945,60.29999923706055,127065.0
2018-07-15,61.20000076293945,61.20000076293945,61.400001525878906,60.0,60.20000076293945,51536.0
2018-07-16,60.900001525878906,60.900001525878906,61.29999923706055,60.5,61.29999923706055,20974.0
2018-07-17,60.5,60.5,61.0,60.099998474121094,61.0,35927.0
2018-07-18,61.099998474121094,61.099998474121094,61.20000076293945,60.5,60.5,70198.0
2018-07-19,61.5,61.5,61.5,61.20000076293945,61.29999923706055,97006.0
2018-07-22,62.400001525878906,62.400001525878906,63.5,61.5,61.599998474121094,149135.0
2018-07-23,62.099998474121094,62.099998474121094,62.900001525878906,61.900001525878906,62.400001525878906,34823.0
2018-07-24,61.29999923706055,61.29999923706055,62.0,61.0,62.0,251492.0
2018-07-25,58.29999923706055,58.29999923706055,61.099998474121094,58.29999923706055,61.099998474121094,26345.0
2018-07-26,57.79999923706055,57.79999923706055,59.29999923706055,57.79999923706055,58.5,78873.0
2018-07-29,57.0,57.0,59.0,56.400001525878906,59.0,69775.0
2018-07-30,56.79999923706055,56.79999923706055,57.0,56.5,57.0,34748.0
2018-07-31,56.79999923706055,56.79999923706055,57.400001525878906,56.79999923706055,57.29999923706055,21261.0
2018-08-01,56.29999923706055,56.29999923706055,56.79999923706055,56.29999923706055,56.70000076293945,25418.0
2018-08-02,57.29999923706055,57.29999923706055,57.5,55.79999923706055,56.29999923706055,108820.0
2018-08-05,56.5,56.5,57.5,56.0,57.5,32605.0
2018-08-06,53.0,53.0,56.5,52.5,56.5,199825.0
2018-08-07,53.79999923706055,53.79999923706055,53.79999923706055,52.599998474121094,53.099998474121094,83687.0
2018-08-08,54.0,54.0,54.0,53.20000076293945,53.79999923706055,141718.0
2018-08-09,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094,632324.0
2018-08-12,43.75,43.75,44.900001525878906,43.75,43.75,3909303.0
2018-08-13,42.70000076293945,42.70000076293945,44.45000076293945,42.29999923706055,44.25,1682000.0
2018-08-14,42.349998474121094,42.349998474121094,43.5,42.29999923706055,43.04999923706055,1051867.0
2018-08-15,41.95000076293945,41.95000076293945,42.650001525878906,41.900001525878906,42.5,1076416.0
2018-08-16,40.900001525878906,40.900001525878906,42.599998474121094,40.75,41.900001525878906,1403032.0
2018-08-19,40.900001525878906,40.900001525878906,42.599998474121094,40.75,41.900001525878906,1403032.0
2018-08-20,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,0.0
2018-08-21,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,0.0
2018-08-22,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,0.0
2018-08-23,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,40.900001525878906,0.0
2018-08-26,41.099998474121094,41.099998474121094,41.599998474121094,40.900001525878906,41.150001525878906,700213.0
2018-08-27,42.150001525878906,42.150001525878906,42.900001525878906,41.25,41.29999923706055,1548637.0
2018-08-28,41.79999923706055,41.79999923706055,42.849998474121094,41.650001525878906,42.400001525878906,679580.0
2018-08-29,41.29999923706055,41.29999923706055,42.0,41.29999923706055,41.79999923706055,340749.0
2018-08-30,41.5,41.5,42.0,41.0,41.400001525878906,311468.0
