Date,Adj Close.46,Close.46,High.46,Low.46,Open.46,Volume.46
2018-07-01,37.82383346557617,37.82383346557617,39.378238677978516,37.82383346557617,38.031089782714844,218211
2018-07-02,37.30569839477539,37.30569839477539,37.77201843261719,37.30569839477539,37.77201843261719,51742
2018-07-03,37.098445892333984,37.098445892333984,37.616580963134766,37.098445892333984,37.616580963134766,25957
2018-07-04,37.1502571105957,37.1502571105957,37.30569839477539,37.046630859375,37.1502571105957,25153
2018-07-05,36.73575210571289,36.73575210571289,37.1502571105957,36.26942825317383,37.1502571105957,57620
2018-07-08,36.424869537353516,36.424869537353516,37.25388717651367,36.21761703491211,36.26942825317383,38859
2018-07-09,36.52849578857422,36.52849578857422,36.78756332397461,36.32124328613281,36.37305450439453,26763
2018-07-10,36.52849578857422,36.52849578857422,36.52849578857422,36.37305450439453,36.4766845703125,19516
2018-07-11,36.37305450439453,36.37305450439453,36.52849578857422,36.32124328613281,36.52849578857422,23762
2018-07-12,36.21761703491211,36.21761703491211,36.26942825317383,36.165802001953125,36.26942825317383,31254
2018-07-15,36.21761703491211,36.21761703491211,36.4766845703125,36.165802001953125,36.26942825317383,35425
2018-07-16,36.06217575073242,36.06217575073242,36.32124328613281,36.06217575073242,36.32124328613281,20488
2018-07-17,36.32124328613281,36.32124328613281,36.52849578857422,36.21761703491211,36.32124328613281,71240
2018-07-18,36.165802001953125,36.165802001953125,36.424869537353516,36.165802001953125,36.424869537353516,37567
2018-07-19,35.95854949951172,35.95854949951172,36.26942825317383,35.95854949951172,36.21761703491211,40056
2018-07-22,35.95854949951172,35.95854949951172,36.21761703491211,35.95854949951172,36.21761703491211,24087
2018-07-23,35.75129318237305,35.75129318237305,36.06217575073242,35.75129318237305,36.06217575073242,17186
2018-07-24,35.75129318237305,35.75129318237305,35.80310821533203,35.595855712890625,35.80310821533203,12052
2018-07-25,34.71502685546875,34.71502685546875,35.647666931152344,34.71502685546875,35.647666931152344,35079
2018-07-26,34.093265533447266,34.093265533447266,34.50777053833008,34.04145050048828,34.50777053833008,59127
2018-07-29,33.78238296508789,33.78238296508789,34.145076751708984,33.575130462646484,34.093265533447266,57772
2018-07-30,37.046630859375,37.046630859375,37.1502571105957,33.471500396728516,33.575130462646484,141309
2018-07-31,38.445594787597656,38.445594787597656,40.362693786621094,36.52849578857422,37.82383346557617,596558
2018-08-01,39.378238677978516,39.378238677978516,40.621761322021484,38.34196853637695,39.637306213378906,511615
2018-08-02,37.046630859375,37.046630859375,39.378238677978516,36.99481964111328,38.91191864013672,186838
2018-08-05,36.9430046081543,36.9430046081543,39.27461242675781,36.32124328613281,36.89118957519531,143159
2018-08-06,38.23834228515625,38.23834228515625,38.39378356933594,36.99481964111328,36.99481964111328,92763
2018-08-07,37.046630859375,37.046630859375,38.23834228515625,37.046630859375,38.23834228515625,50823
2018-08-08,37.046630859375,37.046630859375,37.20207214355469,37.046630859375,37.098445892333984,38275
2018-08-09,36.37305450439453,36.37305450439453,37.357513427734375,36.26942825317383,37.357513427734375,69286
2018-08-12,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-13,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-14,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-15,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-16,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-19,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-20,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-21,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-22,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-23,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-26,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-27,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-28,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-29,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-08-30,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-02,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-03,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-04,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-05,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-06,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-09,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-10,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-11,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-12,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-13,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-16,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-17,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-18,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,36.37305450439453,0
2018-09-19,40.0,40.0,40.0,40.0,40.0,91619
2018-09-20,41.191707611083984,41.191707611083984,42.69430160522461,41.191707611083984,42.69430160522461,284275
2018-09-23,41.191707611083984,41.191707611083984,41.191707611083984,41.191707611083984,41.191707611083984,0
2018-09-24,41.191707611083984,41.191707611083984,42.69430160522461,41.191707611083984,42.69430160522461,284275
