Title,Date,Tag
"""الأسماك"" تقلص خسائرها بالربع الثاني 16.66%.. و""المتراكمة"" 38% من رأس المال",22 أغسطس 2022 09:59 ص,نتائج أعمال الشركات
"""الخدمات الأرضية"" تقلص خسائرها 28.24% بالربع الثاني 2022 لارتفاع المبيعات",22 أغسطس 2022 09:46 ص,نتائج أعمال الشركات
"خسائر ""أنابيب"" تهبط 67.94% بالربع الثاني 2022..و""المتراكمة"" 10.9% من رأس المال",22 أغسطس 2022 09:44 ص,نتائج أعمال الشركات
"""سمو""توقع اتفاقية مع الوطنية للإسكان لتطوير مشروع سكني بالمدينة بـ540 مليون ريال",22 أغسطس 2022 09:24 ص,أخبار الشركة
أرباح السعودية للكهرباء تتراجع إلى 5.5 مليار ريال بالربع الثاني من عام 2022,22 أغسطس 2022 09:14 ص,نتائج أعمال الشركات
"أرباح ""التأمين العربية"" تقفز 170% بالربع الثاني.. وتهبط 37.7% في 6 أشهر",21 أغسطس 2022 04:30 م,نتائج أعمال الشركات
"""أليانز إس إف"" تسجل نمواً 76% بالأرباح في الربع الثاني من عام 2022",21 أغسطس 2022 04:12 م,نتائج أعمال الشركات
"أرباح ""متطورة"" تقفز 62.7% بالربع الثاني من 2022 بدعم الإيرادات",21 أغسطس 2022 04:04 م,نتائج أعمال الشركات
"خسائر ""صادرات"" تقفز 328.65% بالربع الثاني.. و""المتراكمة"" 14% من رأس المال",21 أغسطس 2022 03:58 م,نتائج أعمال الشركات
"""أيان"" تتكبد 11.65 مليون ريال خسائر في الربع الثاني 2022 لانخفاض الإيرادات",21 أغسطس 2022 03:50 م,نتائج أعمال الشركات
"""أسواق العثيم"": نسعى للمحافظة على نفس المستوى من توزيعات الأرباح",21 أغسطس 2022 02:24 م,توزيعات نقدية
"مساهمو ""آيكتك"" يقرون زيادة رأسمالها 25% بمنح أسهم مجانية",21 أغسطس 2022 00:30 م,اجراءات الشركات
"""اتحاد الخليج الأهلية"" تتحول للربحية بالربع الثاني من عام 2022",21 أغسطس 2022 00:24 م,نتائج أعمال الشركات
"أرباح ""المركز الكندي الطبي"" ترتفع 60% بالنصف الأول من 2022",21 أغسطس 2022 00:21 م,نتائج أعمال الشركات
"""كير"" توقع عقوداً مع عدة وزارات وهيئات حكومية بقيمة 16 مليون ريال",21 أغسطس 2022 00:15 م,استثمارات الشركات
"""جاز"" تربح 17.85 مليون ريال بالنصف الأول من 2022",21 أغسطس 2022 00:14 م,نتائج أعمال الشركات
"تابعة لـ""مهارة"" تستحوذ على 40% من السعودية للنظم الصحية بقيمة 426.5 مليون ريال",21 أغسطس 2022 00:01 م,أخبار الشركة
"""العمران"" توصي بزيادة رأسمالها 100% بطرح أسهم حقوق أولوية",21 أغسطس 2022 11:53 ص,اجراءات الشركات
"""العالمية"" تتحول للربحية بالربع الثاني.. والخسائر المتراكمة 59.9 مليون ريال",21 أغسطس 2022 11:36 ص,نتائج أعمال الشركات
"""الإعادة السعودية"" تتحول للخسائر بالربع الثاني 2022 بـ4.8 مليون ريال",21 أغسطس 2022 11:28 ص,نتائج أعمال الشركات
أرباح ساب للتكافل تقفز 118.6% بالربع الثاني من عام 2022,21 أغسطس 2022 11:27 ص,نتائج أعمال الشركات
"""ميدغلف"" تتكبد 75.47 مليون ريال خسائر بالربع الثاني..والمتراكمة 26.7% لرأس المال",21 أغسطس 2022 11:17 ص,نتائج أعمال الشركات
"""مهارة"" تحصل على قروض من مصرف الراجحي و""ساب"" بـ362.5 مليون ريال",21 أغسطس 2022 11:03 ص,بنوك ومالية
"أرباح ""ساسكو"" تقفز 145.7% بالربع الثاني 2022 لارتفاع الإيرادات",21 أغسطس 2022 10:57 ص,نتائج أعمال الشركات
"""سدافكو"" تصعد بأرباحها 48% في الربع الأول المنتهي في 30 يونيو",21 أغسطس 2022 10:55 ص,نتائج أعمال الشركات
"""سيسكو"" تعتزم شراء 10% من أسهمها والاحتفاظ بها كأسهم خزينة",21 أغسطس 2022 10:54 ص,أخبار الشركة
"أرباح ""العمران"" تتراجع 18.1% بالربع الثاني بضغط المبيعات وتكاليف التمويل",21 أغسطس 2022 10:40 ص,نتائج أعمال الشركات
"خسائر ""أميانتيت"" تهبط 93.2% بالربع الثاني 2022 لارتفاع المبيعات وتراجع التكاليف",21 أغسطس 2022 10:34 ص,نتائج أعمال الشركات
"أرباح ""سهل"" ترتفع إلى 31.3 مليون ريال بالربع الثاني من 2022",21 أغسطس 2022 10:30 ص,نتائج أعمال الشركات
"""الدوائية"" تتحول للخسارة في الربع الثاني 2022 بـ51.77 مليون ريال",21 أغسطس 2022 10:27 ص,نتائج أعمال الشركات
"خسائر ""معدنية"" ترتفع 11.1% بالربع الثاني 2022 لارتفاع تكلفة مدخلات الإنتاج",21 أغسطس 2022 10:03 ص,نتائج أعمال الشركات
"تابعة لـ""سيسكو"" و""أميانتيت"" تفوز بترسية مشروع بـ400.2 مليون ريال ضمن تحالف",21 أغسطس 2022 09:46 ص,أخبار الشركة
"""شمس"" تتحول للربحية بالربع الثاني من عام 2022 لانخفاض المخصصات",21 أغسطس 2022 09:43 ص,نتائج أعمال الشركات
"""جبل عمر"" تتحول للخسائر بالربع الثاني 2022.. و""المتراكمة"" 16% من رأس المال",21 أغسطس 2022 09:31 ص,نتائج أعمال الشركات
"هيئة السوق السعودية توافق على زيادة رأسمال ""متطورة"" بـ100 مليون ريال",18 أغسطس 2022 06:57 م,اجراءات الشركات
"""أسيج"" تعين محمد بن عبدالله القاضي رئيساً تنفيذياً",18 أغسطس 2022 06:09 م,قرارات إدارية
"""عناية"": تعديل التوصية بإعادة هيكلة رأس مال الشركة لإطفاء الخسائر المتراكمة",18 أغسطس 2022 05:53 م,اجراءات الشركات
"""أسلاك"" السعودية توقّع اتفاقية للاستحواذ على 30% من شركة إماراتية",18 أغسطس 2022 05:43 م,اندماجات واستحواذات
عِلم تتلقى ترسية لمشروع مع وزارة البيئة السعودية بـ 300 مليون ريال,18 أغسطس 2022 05:28 م,استثمارات الشركات
"""وفرة"": انخفاض الخسائر المتراكمة لـ 16.3% من رأس المال",18 أغسطس 2022 05:10 م,أخبار الشركة
"""مسك"" تتحول للخسارة بالربع الثاني.. و""المتراكمة"" 102.4 مليون ريال",18 أغسطس 2022 04:48 م,نتائج أعمال الشركات
"""بحر العرب"" السعودية تقرر فتح فرع لها في مصر",18 أغسطس 2022 04:36 م,استثمارات الشركات
"""دور"" تسجل ارتفاعاً 22% بالخسائر الفصلية.. وتتحول للربحية بالنصف الأول",18 أغسطس 2022 04:26 م,نتائج أعمال الشركات
أرباح أسمنت أم القرى تتراجع 55% في الربع الثاني,18 أغسطس 2022 03:40 م,نتائج أعمال الشركات
"توقعات بتباطؤ إيرادات ""وقت اللياقة"" بسبب التعرض لمراكز ""إكسبرس""",18 أغسطس 2022 02:32 م,أخبار الشركة
"السوق السعودي.. 3 صفقات خاصة على ""بوبا العربية"" بـ50 مليون ريال",18 أغسطس 2022 00:12 م,حركة التداولات
"حكم ابتدائي برد دعوى ضد ""الإنماء طوكيو"" من عميل يطلب 287 مليون ريال تعويضاً",18 أغسطس 2022 11:29 ص,أخبار الشركة
"تراجع خسائر ""ملاذ للتأمين"" بالربع الثاني لعام 2022.. و""المتراكمة"" 152 مليون ريال",18 أغسطس 2022 11:21 ص,نتائج أعمال الشركات
"""أسواق العثيم"" تقرر توزيع ريالين للسهم أرباحاً نقدية عن النصف الأول من 2022",18 أغسطس 2022 11:03 ص,توزيعات نقدية
"""البحر الأحمر"" تحصل على تمويل من ""ساب"" بـ35 مليون ريال",18 أغسطس 2022 10:57 ص,نتائج أعمال الشركات
"""طيبة"" تتحول للربحية بـ 34.5 مليون ريال في الربع الثاني من 2022",18 أغسطس 2022 10:55 ص,نتائج أعمال الشركات
"3 عوامل تتحول بـ""صدر"" للخسارة بالربع الثاني للعام 2022",18 أغسطس 2022 10:47 ص,نتائج أعمال الشركات
"أرباح ""تْشب"" تتراجع 76.4% بالربع الثاني من 2022",18 أغسطس 2022 10:44 ص,نتائج أعمال الشركات
"""أسواق العثيم"" تربح 46.6 مليون ريال بالربع الثاني..وزيادة 30% بالأرباح في 6 أشهر",18 أغسطس 2022 10:32 ص,نتائج أعمال الشركات
"""تبوك الزراعية"" توقع عقداً مع ""وفرة"" لبيع منتجات البطاطس التصنيعية",17 أغسطس 2022 05:50 م,استثمارات الشركات
الأندلس العقارية تكلف مشعل أبو نيف بمنصب الرئيس التنفيذي,17 أغسطس 2022 05:47 م,قرارات إدارية
"""الناقول"" تقدم ملف زيادة رأس المال بطرح أسهم حقوق أولوية لهيئة السوق المالية",17 أغسطس 2022 05:11 م,أخبار الشركة
"""الغاز"" توقع مذكرة للدخول في شراكة لتطوير مصنع أسطوانات ألياف زجاجية",17 أغسطس 2022 04:34 م,استثمارات الشركات
"خسائر ""الخليجية العامة"" تهبط 16% بالربع الثاني..و""المتراكمة"" 33.7% من رأس المال",17 أغسطس 2022 04:34 م,نتائج أعمال الشركات
شركة أبحاث تتوقع ارتفاع مبيعات أسمنت القصيم لتراجع ضغوط التسعير,17 أغسطس 2022 03:06 م,تقييمات وتوصيات الأسهم
"الصناعة السعودية: تأهيل 13 شركة للمنافسة على رخصة كشف موقع ""أُم الدمار"" التعديني",17 أغسطس 2022 02:46 م,اقتصاد كلي
"شركة أبحاث: 117 ريالاً مستهدف سهم ""دله"".. وتوقعات بنمو أرباحها 20% في 2022",17 أغسطس 2022 02:27 م,نتائج أعمال الشركات
"شركة أبحاث تحدد مستهدف الاتصالات السعودية عند 124 ريالاً وتوصي بـ""زيادة المراكز""",17 أغسطس 2022 01:04 م,تقييمات وتوصيات الأسهم
"السوق السعودي.. صفقة خاصة على ""بوبا العربية"" بأقل من مستويات التداول",17 أغسطس 2022 00:09 م,حركة التداولات
"""سلامة للتأمين"" توصي بزيادة رأس المال إلى 300 مليون ريال بطرح حقوق أولوية",17 أغسطس 2022 11:15 ص,اجراءات الشركات
أرباح نسيج للتقنية تتراجع 21.6% خلال 6 أشهر لارتفاع المصاريف,17 أغسطس 2022 11:11 ص,نتائج أعمال الشركات
"""عناية"" تربح 2.77 مليون ريال بالربع الثاني 2022 لزيادة الأقساط المكتسبة",17 أغسطس 2022 11:05 ص,نتائج أعمال الشركات
"خسائر ""الوطنية"" ترتفع 81% بالربع الثاني.. و""المتراكمة"" 13.7% من رأس المال",17 أغسطس 2022 11:00 ص,نتائج أعمال الشركات
"""جاهز"": أعمال الفحص النافي للجهالة للاستحواذ على ""ذا شيفز"" لا تزال قائمة",17 أغسطس 2022 10:59 ص,اندماجات واستحواذات
أسمنت الجوف تعلن استقالة الرئيس التنفيذي وتعين عبد الكريم النهير في المنصب,17 أغسطس 2022 10:48 ص,قرارات إدارية
"مساهمو ""ثمار"" يوافقون على عزل عضوين بمجلس الإدارة",17 أغسطس 2022 10:40 ص,جمعيات عمومية
"مساهمو ""سلامة"" يقرون تخفيض رأسمالها واستخدام الاحتياطي لإطفاء الخسائر المتراكمة",17 أغسطس 2022 10:37 ص,جمعيات عمومية
"""الإنماء طوكيو"" تتحول للربحية بالربع الثاني 2022.. و""المتراكمة"" 111.5 مليون ريال",17 أغسطس 2022 10:36 ص,نتائج أعمال الشركات
"أرباح ""مكة"" بالربع الثاني 74 مليون ريال بعد احتساب مخصص الزكاة",17 أغسطس 2022 10:30 ص,نتائج أعمال الشركات
"""الوطنية"": ترسية عقد تأمين مع ""سامسونج"" بـ53.6 مليون ريال",17 أغسطس 2022 10:24 ص,نتائج أعمال الشركات
"أرباح ""الخريف"" ترتفع 21.3% بالربع الثاني لعام 2022 لزيادة الإيرادات",17 أغسطس 2022 10:21 ص,نتائج أعمال الشركات
"خسائر ""أمانة للتأمين"" تتراجع 25.5% بالربع الثاني لعام 2022",17 أغسطس 2022 10:01 ص,نتائج أعمال الشركات
"""أنعام القابضة"" تقرر البدء بتصفية بعض شركاتها التابعة والدخول في استثمارات بديلة",17 أغسطس 2022 09:34 ص,قرارات إدارية
"""أكوا باور"" تعتزم توقيع اتفاقية مع حكومة أوزبكستان بـ2.4 مليار دولار",17 أغسطس 2022 09:34 ص,أخبار الشركة
"""المعمر"" توقع عقداً مع وزارة البيئة السعودية بـ 39.1 مليون ريال",17 أغسطس 2022 09:21 ص,أخبار الشركة
"أرباح ""المراكز"" ترتفع لـ127.7 مليون ريال بالربع الأول المنتهي في 30 يونيو 2022",17 أغسطس 2022 09:12 ص,نتائج أعمال الشركات
الجوف الزراعية تعلن موعد توزيع الأرباح النقدية للمساهمين عن النصف الأول,16 أغسطس 2022 06:18 م,توزيعات نقدية
عِلم توقع ملحق تمديد عقد تشغيل مراكز خدمات مع جهة حكومية,16 أغسطس 2022 06:17 م,استثمارات الشركات
"شركة أبحاث تحدد مستهدف ""أسمنت السعودية"" عند 53 ريالاً مع توصية ""محايد""",16 أغسطس 2022 05:34 م,تقييمات وتوصيات الأسهم
"أرباح ""اليمامة للحديد"" تتراجع 99.15% بالربع الثالث المنتهي في 30 يونيو",16 أغسطس 2022 05:16 م,نتائج أعمال الشركات
"""الحكير"" تصعد بأرباحها 26.3% في الربع الأول.. وإطفاء جميع الخسائر المتراكمة",16 أغسطس 2022 04:40 م,نتائج أعمال الشركات
"""الوطنية للتعليم"": بدء تشغيل مجمع مدارس التربية النموذجية العام الدراسي القادم",16 أغسطس 2022 04:06 م,أخبار الشركة
"""مجموعة تداول"" السعودية توقع اتفاقية للاستحواذ على ""دايركت إف إن""",16 أغسطس 2022 04:04 م,اندماجات واستحواذات
بنان العقارية تصعد بأرباحها إلى 15 مليون ريال في النصف الأول 2022,16 أغسطس 2022 03:56 م,نتائج أعمال الشركات
"""الأبحاث والإعلام"" تربح 168.7 مليون ريال بالربع الثاني.. وزيادة 24% في 6 أشهر",16 أغسطس 2022 03:48 م,نتائج أعمال الشركات
"نشاط إيجابي لسهم ""مهارة"" بعد توقيع عقد تقديم خدمات عمالية مع مجموعة بن لادن",16 أغسطس 2022 00:59 م,حركة التداولات
الرئيس التنفيذي: أكوا باور تعتزم اقتراض 40 مليار ريال لتمويل مشاريع ضخمة,16 أغسطس 2022 00:57 م,استثمارات الشركات
"شركات البتروكيماويات تربح 13.5 مليار ريال بالربع الثاني 2022.. و""سابك"" تقتنص 59%",16 أغسطس 2022 11:26 ص,تقارير قطاعية
محدث.. السوق السعودي يشهد تنفيذ 6 صفقات خاصة بـ158 مليون ريال,16 أغسطس 2022 11:09 ص,حركة التداولات
كير الدولية توقع اتفاقية شراكة مع كوادراتكس للمباني الحديثة,16 أغسطس 2022 10:54 ص,استثمارات الشركات
"أرباح ""الاتحاد"" تهبط 92% بالربع الثاني 2022 لارتفاع المطالبات",16 أغسطس 2022 10:22 ص,نتائج أعمال الشركات
أكاديمية التعلّم تفتتح معهداً للسيدات بالدمام.. والأثر المالي بالنصف الثاني 2022,16 أغسطس 2022 10:11 ص,استثمارات الشركات
أرباح أسمنت القصيم تهبط 71% بالربع الثاني لانخفاض المبيعات وارتفاع التكلفة,16 أغسطس 2022 09:48 ص,نتائج أعمال الشركات
"""أبومعطي"" تقفز بأرباحها 125.6% بالربع الأول للفترة المنتهية في 30 يونيو",16 أغسطس 2022 09:47 ص,نتائج أعمال الشركات
"""الكثيري"" تتحول للخسارة بالربع الثاني 2022 بـ3.47 مليون ريال",16 أغسطس 2022 09:38 ص,نتائج أعمال الشركات
"""مهارة"" توقع عقد تقديم خدمات عمالية مع مجموعة بن لادن بـ306.41 مليون ريال",16 أغسطس 2022 09:37 ص,استثمارات الشركات
"""دله"" ترتفع بأرباحها إلى 69.5 مليون ريال بالربع الثاني لارتفاع الإيرادات",16 أغسطس 2022 09:26 ص,نتائج أعمال الشركات
"""صدق"" ترتفع بخسائرها 52.3% بالربع الثاني 2022.. و""المتراكمة"" 44.53 مليون ريال",16 أغسطس 2022 09:19 ص,نتائج أعمال الشركات
"""ولاء للتأمين"" تكشف الجدول الزمني لإتمام صفقة الاندماج مع ساب للتكافل",15 أغسطس 2022 05:45 م,اندماجات واستحواذات
"أرباح ""مياه الجوف"" ترتفع 8.2% في النصف الأول",15 أغسطس 2022 04:22 م,نتائج أعمال الشركات
"""فاديكو"" توقع عقداً مع ""نعناع"" لتوسيع دائرة شبكة توزيع منتجاتها",15 أغسطس 2022 04:18 م,استثمارات الشركات
"""بدجت السعودية"" تعلن موعد صرف الأرباح النقدية عن النصف الأول",15 أغسطس 2022 03:56 م,توزيعات نقدية
"انتهاء فترة الحظر على أحقية صندوق الاستثمارات العامة بيع أسهمه في شركة ""علم""",15 أغسطس 2022 03:45 م,حركة التداولات
"تقرير:نتائج ""أسمنت الشرقية"" تجاوزت التوقعات..و339 مليون ريال تدفقات نقدية متوقعة",15 أغسطس 2022 00:58 م,تقييمات وتوصيات الأسهم
"""مهارة"" توضح الإجراءات التوفيقية بشأن أعمال وعقود تم رفضها من الجمعية العامة",15 أغسطس 2022 11:19 ص,جمعيات عمومية
"رئيس ""شاكر"": حافظنا على أداء قوي بالنصف الأول ونسعى بنشاط لاقتناص الفرص",15 أغسطس 2022 10:49 ص,نتائج أعمال الشركات
"""سلوشنز"": إتمام الاستحواذ على ""جيزة للأنظمة"" بالربع الرابع من عام 2022",15 أغسطس 2022 10:41 ص,اندماجات واستحواذات
"""الدرع العربي"" تصعد بأرباحها 15.7% في الربع الثاني من عام 2022",15 أغسطس 2022 10:21 ص,نتائج أعمال الشركات
"""وفرة"" تتحول للربحية بالربع الثاني من عام 2022 وتقلص خسائرها المتراكمة",15 أغسطس 2022 10:13 ص,نتائج أعمال الشركات
"""طباعة وتغليف"" تتحول للربحية بالربع الثاني من عام 2022 لارتفاع الإيرادات",15 أغسطس 2022 10:11 ص,نتائج أعمال الشركات
أرباح لازوردي للمجوهرات ترتفع 6.25% بالربع الثاني من عام 2022,15 أغسطس 2022 09:43 ص,نتائج أعمال الشركات
"""شاكر"" تربح 11.9 مليون ريال بالربع الثاني لعام 2022.. وتقفز 72% بالنصف الأول",15 أغسطس 2022 09:28 ص,نتائج أعمال الشركات
"""بي سي آي"" تصعد بأرباحها خلال الربع الثاني إلى 21.41 مليون ريال لارتفاع المبيعات",15 أغسطس 2022 09:15 ص,نتائج أعمال الشركات
"شركة أبحاث: مستهدف ""المواساة"" عند 209 ريالات للسهم.. مع توصية ""محايد""",14 أغسطس 2022 05:01 م,تقييمات وتوصيات الأسهم
"هيئة المنافسة السعودية توافق على استحواذ ""سلوشنز"" على حصص في ""جيزة للأنظمة""",14 أغسطس 2022 04:49 م,اندماجات واستحواذات
حلواني إخوان تتحول للخسائر بالربع الثاني متأثرة بالتكاليف وسعر الصرف في مصر,14 أغسطس 2022 04:27 م,نتائج أعمال الشركات
"انخفاض الطلب يقلص أرباح ""حديد وطني"" 15% بالنصف الأول 2022",14 أغسطس 2022 04:06 م,نتائج أعمال الشركات
"""مبكو"" توصي بزيادة رأس المال إلى 666.67 مليون ريال بمنح أسهم للمساهمين",14 أغسطس 2022 03:48 م,اجراءات الشركات
مسؤول في أرامكو السعودية: 188 مليار ريال الإنفاق الرأسمالي المتوقع بنهاية 2022,14 أغسطس 2022 03:39 م,استثمارات الشركات
"شركة أبحاث تحدد مستهدف ""رعاية"" عند 66 ريالاً.. وتوصي بـ""زيادة المراكز""",14 أغسطس 2022 03:29 م,تقييمات وتوصيات الأسهم
السعودية للكهرباء تعلن تنفيذ المرحلة الأولى من مشروع أتمتة المعدات الهوائية,14 أغسطس 2022 02:09 م,أخبار الشركة
"شركة أبحاث تحدد مستهدف ""أسمنت الجنوب"" عند 67.2 ريال مع توصية ""محايد""",14 أغسطس 2022 01:18 م,تقييمات وتوصيات الأسهم
"شركة أبحاث تتوقع ارتفاع الحصة السوقية لـ""ذيب"" ونمو أرباحها 31.6% في 2022",14 أغسطس 2022 01:13 م,نتائج أعمال الشركات
"الحصان: ""مجموعة تداول"" تواصل العمل على تحقيق أهدافها الاستراتيجية",14 أغسطس 2022 00:44 م,نتائج أعمال الشركات
أرامكو السعودية: 13.6 مليون برميل يومياً متوسط الإنتاج بالربع الثاني من عام 2022,14 أغسطس 2022 11:55 ص,نتائج أعمال الشركات
"""المملكة"" تكشف تفاصيل برنامج استثماري بقيمة 12.81 مليار ريال خلال 3 سنوات",14 أغسطس 2022 11:34 ص,استثمارات الشركات
رئيس أرامكو السعودية يؤكد ضرورة الاستثمار في الطاقة ويتوقع استمرار نمو الطلب,14 أغسطس 2022 11:12 ص,نتائج أعمال الشركات
"أرباح ""أكاديمية التعلم"" ترتفع 10.3% بالربع الثاني 2022 لزيادة الإيرادات",14 أغسطس 2022 10:57 ص,نتائج أعمال الشركات
"""الغاز"" تقرر توزيع 0.85 ريال للسهم عن النصف الأول من عام 2022",14 أغسطس 2022 10:46 ص,توزيعات نقدية
"""ثمار"": المحكمة التجارية بالرياض تصادق على مقترح إجراء إعادة التنظيم المالي",14 أغسطس 2022 10:45 ص,اجراءات الشركات
"""صدر"" توقع عقد توريد وخدمات لوجستية بـ 30 مليون ريال",14 أغسطس 2022 10:36 ص,استثمارات الشركات
أرباح التنمية الغذائية تقفز 783% بالربع الثاني 2022 لانتعاش مبيعات الدواجن,14 أغسطس 2022 10:24 ص,نتائج أعمال الشركات
"تراجع أرباح ""مهارة"" بالربع الثاني لعام 2022 إلى 27.2 مليون ريال",14 أغسطس 2022 10:24 ص,نتائج أعمال الشركات
"ارتفاع التكاليف يهبط بأرباح ""الكيميائية"" 49.39% في الربع الثاني من عام 2022",14 أغسطس 2022 10:00 ص,نتائج أعمال الشركات
"""نادك"" تربح 27.5 مليون ريال بالربع الثاني من عام 2022 بدعم الإيرادات",14 أغسطس 2022 09:57 ص,نتائج أعمال الشركات
"أرباح ""مجموعة تداول"" تتراجع 24% بالربع الثاني من عام 2022 لانخفاض الإيرادات",14 أغسطس 2022 09:44 ص,نتائج أعمال الشركات
"أرباح ""الأندلس"" تهبط 19.6% بالربع الثاني 2022 لانخفاض دخل الشركات الشقيقة",14 أغسطس 2022 09:42 ص,نتائج أعمال الشركات
أرامكو السعودية تقرر توزيع 70.33 مليار ريال للربع الثاني.. وبدء التوزيع 7 سبتمبر,14 أغسطس 2022 09:29 ص,توزيعات نقدية
"""أرامكو السعودية"" تربح 181.64 مليار ريال بالربع الثاني 2022 بدعم أسعار النفط",14 أغسطس 2022 09:19 ص,نتائج أعمال الشركات
"""بحر العرب"" تتحول للخسائر بالربع الثاني متأثرة بالمصاريف وانخفاض الإيرادات",11 أغسطس 2022 05:20 م,نتائج أعمال الشركات
"""التعاونية"" تصعد بأرباحها 27% في الربع الثاني 2022 لارتفاع صافي دخل الاكتتاب",11 أغسطس 2022 04:49 م,نتائج أعمال الشركات
"""الزامل للصناعة"" تتكبد 29 مليون ريال خسائر فصلية بضغط 4 عوامل",11 أغسطس 2022 04:49 م,نتائج أعمال الشركات
"أرباح ""رعاية"" ترتفع 37% إلى 42 مليون ريال في الربع الثاني",11 أغسطس 2022 04:40 م,نتائج أعمال الشركات
"ارتفاع هامشي لأرباح ""المواساة"" بالربع الثاني 2022 بدعم الأقسام التخصصية الجديدة",11 أغسطس 2022 04:33 م,نتائج أعمال الشركات
أسمنت تبوك تربح 2.49 مليون ريال في الربع الثاني من عام 2022 بدعم المبيعات,11 أغسطس 2022 04:22 م,نتائج أعمال الشركات
"أرباح ""أسمنت السعودية"" ترتفع 19% إلى 103 ملايين ريال في الربع الثاني",11 أغسطس 2022 04:09 م,نتائج أعمال الشركات
"""زهرة الواحة"" تجدد اتفاقية تسهيلات ائتمانية بـ 149 مليون ريال",11 أغسطس 2022 04:00 م,استثمارات الشركات
البنك الأهلي السعودي يعتزم إصدار صكوك إضافية لتعزيز رأس المال,11 أغسطس 2022 03:53 م,صكوك وتمويل اسلامي
"أرباح ""بترورابغ"" تقفز 93% بالربع الثاني.. وتتجاوز 2.1 مليار ريال في 6 أشهر",11 أغسطس 2022 03:45 م,نتائج أعمال الشركات
"شركة أبحاث تتوقع أرباح وتوزيعات ""سابك للمغذيات"" في 2022 وتعدل مستهدف السهم",11 أغسطس 2022 03:13 م,تقييمات وتوصيات الأسهم
"نشاط إيجابي لسهم ""معادن"" يقفز به لأعلى مستوياته منذ أبريل الماضي",11 أغسطس 2022 02:52 م,حركة التداولات
"شركة أبحاث تتوقع أرباح ""سابك"" بالعام 2022.. وتستمر بتوصية ""زيادة المراكز""",11 أغسطس 2022 02:23 م,تقييمات وتوصيات الأسهم
رئيس السعودية للكهرباء: اتفاقيات التمويل جاءت بشروط وأسعار مواتية,11 أغسطس 2022 00:37 م,بنوك ومالية
"""رتال للتطوير"": ندرس 13 مشروعاً مستقبلياً بإيرادات متوقعة 6.4 مليار ريال",11 أغسطس 2022 00:29 م,استثمارات الشركات
"""سيسكو"" تقرر توزيع 0.40 ريال للسهم عن العام 2022.. وبدء التوزيع 8 سبتمبر",11 أغسطس 2022 11:08 ص,مفكرة الاحداث
أرباح مجموعة الخليج للتأمين تتراجع 25% بالربع الثاني من 2022,11 أغسطس 2022 11:05 ص,نتائج أعمال الشركات
"قطاع الموانئ يهبط بأرباح ""سيسكو"" 86.2% بالربع الثاني من عام 2022",11 أغسطس 2022 10:47 ص,نتائج أعمال الشركات
السعودية للكهرباء توقع اتفاقية لتمويل مشروع الربط بين المملكة و ومصر,11 أغسطس 2022 10:34 ص,بنوك ومالية
"""معادن"" تربح 4.03 مليار ريال بالربع الثاني.. وقفزة 232% بأرباح النصف الأول",11 أغسطس 2022 10:25 ص,نتائج أعمال الشركات
أرباح أكوا باور ترتفع 26.64% بالربع الثاني من عام 2022.. بدعم المشاريع الجديدة,11 أغسطس 2022 10:20 ص,نتائج أعمال الشركات
السعودية للكهرباء تحصل على تمويل من 15 بنكاً دولياً بقيمة 3 مليارات دولار,11 أغسطس 2022 10:14 ص,بنوك ومالية
"خسائر ""الفخارية"" تقفز 633% بالربع الثاني 2022 لانخفاض المبيعات وارتفاع التكلفة",11 أغسطس 2022 09:59 ص,نتائج أعمال الشركات
"""صافولا"" توقع اتفاقية مع ""طيبة"" لبيع حصصها في شركتين بـ459.26 مليون ريال",11 أغسطس 2022 09:48 ص,اندماجات واستحواذات
"أرباح ""أسترا الصناعية"" تقفز 345% بالربع الثاني بدعم قطاعات الأدوية والكيماويات",11 أغسطس 2022 09:28 ص,نتائج أعمال الشركات
"""ساكو"" تتحول للخسائر بالربع الثاني 2022 لانخفاض المبيعات وارتفاع المصاريف",11 أغسطس 2022 09:14 ص,نتائج أعمال الشركات
شركة أبحاث تتوقع أرباح أسمنت المدينة بعام 2022 وتحدد مستهدف السهم عند 23.7 ريال,10 أغسطس 2022 05:59 م,تقييمات وتوصيات الأسهم
شركة أبحاث توصي بزيادة المراكز لسهم أسمنت العربية وتتوقع توزيعات الأرباح في 2022,10 أغسطس 2022 05:35 م,تقييمات وتوصيات الأسهم
"""الصقر للتأمين"" تتوقع نشر نتائج الربع الأول 2022 قبل 12 سبتمبر المقبل",10 أغسطس 2022 04:48 م,أخبار الشركة
"هيئة السوق السعودية توافق على زيادة رأسمال ""ولاء"" بغرض الاندماج مع ""ساب للتكافل""",10 أغسطس 2022 04:22 م,اندماجات واستحواذات
"أكوا باور تبدأ تشغيل محطة ""أم القيوين"" للمياه.. والأثر المالي بالربع الثالث 2022",10 أغسطس 2022 04:18 م,أخبار الشركة
"أرباح ""أسمنت الشرقية"" تهبط 30.6% بالربع الثاني لتراجع المبيعات وارتفاع المصاريف",10 أغسطس 2022 03:52 م,نتائج أعمال الشركات
"""بن داود"" تفتتح فرعين لمتاجر ""دانوب إكسبرس"" بمحطة قطار الحرمين في مكة وجدة",10 أغسطس 2022 03:18 م,استثمارات الشركات
