Date,Open,High,Low,Close,Adj Close,Volume
2018-10-18,7657.8701171875,7673.990234375,7620.35009765625,7648.14990234375,7648.14990234375,114554800
2018-10-21,7648.14990234375,7660.2099609375,7355.47021484375,7660.2099609375,7660.2099609375,188746200
2018-10-22,7660.2099609375,7660.2099609375,7403.7900390625,7648.64013671875,7648.64013671875,211140900
2018-10-23,7648.64013671875,7701.10986328125,7514.83984375,7549.77001953125,7549.77001953125,198097000
2018-10-24,7549.77001953125,7613.93994140625,7503.35986328125,7512.52001953125,7512.52001953125,127658200
2018-10-25,7512.52001953125,7854.25,7512.52001953125,7835.5498046875,7835.5498046875,319602600
2018-10-28,7835.5498046875,7837.75,7767.75,7802.64990234375,7802.64990234375,129594300
2018-10-29,7802.64990234375,7904.97021484375,7802.64990234375,7847.509765625,7847.509765625,187566700
2018-10-30,7847.509765625,7861.89013671875,7813.39013671875,7832.97998046875,7832.97998046875,148330700
2018-10-31,7832.97998046875,7917.990234375,7832.97998046875,7907.009765625,7907.009765625,182291100
2018-11-01,7907.009765625,7924.47998046875,7868.0498046875,7879.3701171875,7879.3701171875,166158700
2018-11-04,7879.3701171875,7887.259765625,7839.4599609375,7846.93017578125,7846.93017578125,117111100
2018-11-05,7846.93017578125,7853.47998046875,7784.75,7802.27001953125,7802.27001953125,138682200
2018-11-06,7802.27001953125,7836.240234375,7798.56982421875,7812.33984375,7812.33984375,127045400
2018-11-07,7812.33984375,7818.64990234375,7780.77001953125,7792.56005859375,7792.56005859375,133108900
2018-11-08,7792.56005859375,7802.16015625,7743.39013671875,7743.39013671875,7743.39013671875,123112400
2018-11-11,7743.39013671875,7743.39013671875,7657.06005859375,7711.10986328125,7711.10986328125,123687900
2018-11-12,7711.10986328125,7774.990234375,7711.10986328125,7774.990234375,7774.990234375,125544700
2018-11-13,7774.990234375,7786.08984375,7731.7900390625,7750.9501953125,7750.9501953125,141686400
2018-11-14,7750.9501953125,7750.9501953125,7642.66015625,7659.8798828125,7659.8798828125,151801600
2018-11-15,7659.8798828125,7684.89990234375,7628.68994140625,7662.169921875,7662.169921875,128503300
2018-11-18,7662.169921875,7664.41015625,7494.93994140625,7496.91015625,7496.91015625,142753800
2018-11-19,7496.91015625,7570.41015625,7473.27001953125,7560.1298828125,7560.1298828125,120754300
2018-11-20,7560.1298828125,7567.39013671875,7504.93994140625,7504.93994140625,7504.93994140625,106015000
2018-11-21,7504.93994140625,7514.759765625,7464.0400390625,7514.35986328125,7514.35986328125,119594900
2018-11-22,7514.35986328125,7608.009765625,7514.35986328125,7607.31982421875,7607.31982421875,124513900
2018-11-25,7607.31982421875,7607.31982421875,7501.52001953125,7512.56982421875,7512.56982421875,101835300
2018-11-26,7512.56982421875,7548.77978515625,7512.56982421875,7528.89990234375,7528.89990234375,96130100
2018-11-27,7528.89990234375,7578.6298828125,7528.89990234375,7573.47998046875,7573.47998046875,104955600
2018-11-28,7573.47998046875,7640.43017578125,7573.47998046875,7632.5,7632.5,151367200
2018-11-29,7632.5,7702.990234375,7628.47998046875,7702.990234375,7702.990234375,155580000
2018-12-02,7702.990234375,7853.68994140625,7702.990234375,7845.02001953125,7845.02001953125,130467700
2018-12-03,7845.02001953125,7931.56005859375,7845.02001953125,7916.7900390625,7916.7900390625,159251300
2018-12-04,7916.7900390625,7921.509765625,7886.22998046875,7905.1201171875,7905.1201171875,165964100
2018-12-05,7905.1201171875,7905.1201171875,7823.25,7883.6298828125,7883.6298828125,118026900
2018-12-06,7883.6298828125,7883.6298828125,7828.25,7848.97998046875,7848.97998046875,144835100
2018-12-09,7848.97998046875,7875.41015625,7828.39013671875,7839.27001953125,7839.27001953125,95879500
2018-12-10,7839.27001953125,7851.93017578125,7804.6201171875,7819.669921875,7819.669921875,98160300
2018-12-11,7819.669921875,7838.93994140625,7793.0,7838.93994140625,7838.93994140625,99337600
2018-12-12,7838.93994140625,7890.08984375,7838.93994140625,7890.08984375,7890.08984375,126479600
2018-12-13,7890.08984375,7926.7900390625,7888.919921875,7914.2900390625,7914.2900390625,105400700
2018-12-16,7914.2900390625,7920.10009765625,7872.4599609375,7908.06982421875,7908.06982421875,135274300
2018-12-17,7908.06982421875,7972.169921875,7908.06982421875,7968.259765625,7968.259765625,136391300
2018-12-18,7968.259765625,7975.240234375,7934.2998046875,7943.39013671875,7943.39013671875,127232200
2018-12-19,7943.39013671875,7943.39013671875,7854.5,7860.35009765625,7860.35009765625,112421200
2018-12-20,7860.35009765625,7860.35009765625,7724.2099609375,7753.35986328125,7753.35986328125,133320800
2018-12-23,7753.35986328125,7753.35986328125,7589.22998046875,7730.580078125,7730.580078125,115700500
2018-12-24,7730.580078125,7773.830078125,7722.35009765625,7764.509765625,7764.509765625,110397400
2018-12-25,7764.509765625,7764.509765625,7677.2998046875,7717.75,7717.75,114088200
2018-12-26,7717.75,7740.490234375,7698.43994140625,7710.93017578125,7710.93017578125,88170400
2018-12-27,7710.93017578125,7813.85009765625,7710.93017578125,7749.31982421875,7749.31982421875,97410500
2018-12-30,7749.31982421875,7814.8701171875,7749.31982421875,7809.77001953125,7809.77001953125,64422000
2018-12-31,7809.77001953125,7837.919921875,7806.6201171875,7826.72998046875,7826.72998046875,75260400
2019-01-01,7826.72998046875,7832.240234375,7795.02001953125,7798.39013671875,7798.39013671875,62440100
2019-01-02,7798.39013671875,7798.39013671875,7765.83984375,7790.85986328125,7790.85986328125,66305700
2019-01-03,7790.85986328125,7834.52978515625,7774.8798828125,7830.47021484375,7830.47021484375,72169700
2019-01-06,7830.47021484375,7933.89990234375,7830.47021484375,7932.240234375,7932.240234375,98081400
2019-01-07,7932.240234375,8050.72021484375,7932.240234375,8047.580078125,8047.580078125,130104000
2019-01-08,8047.580078125,8071.97021484375,8007.33984375,8057.0400390625,8057.0400390625,139844400
2019-01-09,8057.0400390625,8146.68017578125,8057.0400390625,8146.68017578125,8146.68017578125,141926200
2019-01-10,8146.68017578125,8230.1298828125,8146.68017578125,8210.16015625,8210.16015625,134557900
2019-01-13,8210.16015625,8310.990234375,8195.0498046875,8291.66015625,8291.66015625,118550900
2019-01-14,8291.66015625,8306.509765625,8262.8701171875,8270.5498046875,8270.5498046875,121521300
2019-01-15,8270.5498046875,8352.6201171875,8261.9697265625,8347.25,8347.25,117886500
2019-01-16,8347.25,8423.6201171875,8347.25,8406.4697265625,8406.4697265625,137606800
2019-01-17,8406.4697265625,8448.01953125,8380.580078125,8448.01953125,8448.01953125,107178800
2019-01-20,8448.01953125,8468.6201171875,8372.509765625,8383.51953125,8383.51953125,104902300
2019-01-21,8383.51953125,8402.0400390625,8267.6298828125,8402.0400390625,8402.0400390625,173723600
2019-01-22,8402.0400390625,8419.7099609375,8386.4296875,8399.400390625,8399.400390625,114270800
2019-01-23,8399.400390625,8466.099609375,8399.400390625,8466.099609375,8466.099609375,115245100
2019-01-24,8466.099609375,8466.099609375,8420.2802734375,8434.8896484375,8434.8896484375,106386000
2019-01-27,8434.8896484375,8528.2998046875,8408.83984375,8509.4296875,8509.4296875,166686900
2019-01-28,8509.4296875,8623.9296875,8504.7802734375,8623.9296875,8623.9296875,199578600
2019-01-29,8623.9296875,8635.58984375,8539.599609375,8581.48046875,8581.48046875,152132300
2019-01-30,8581.48046875,8604.009765625,8556.4296875,8583.6298828125,8583.6298828125,152173700
2019-01-31,8583.6298828125,8623.1796875,8559.9501953125,8559.9501953125,8559.9501953125,149819000
2019-02-03,8559.9501953125,8590.66015625,8514.6298828125,8526.7099609375,8526.7099609375,109554500
2019-02-04,8526.7099609375,8568.6103515625,8506.7802734375,8520.6396484375,8520.6396484375,108301600
2019-02-05,8520.6396484375,8624.76953125,8520.6396484375,8623.919921875,8623.919921875,131288700
2019-02-06,8623.919921875,8677.73046875,8616.5,8633.330078125,8633.330078125,125901600
2019-02-07,8633.330078125,8648.7900390625,8609.259765625,8612.83984375,8612.83984375,101434000
2019-02-10,8612.83984375,8633.76953125,8558.4296875,8573.2099609375,8573.2099609375,91362100
2019-02-11,8573.2099609375,8586.8603515625,8531.3896484375,8543.3896484375,8543.3896484375,91531700
2019-02-12,8543.3896484375,8600.3203125,8532.349609375,8600.3203125,8600.3203125,119741000
2019-02-13,8600.3203125,8661.3095703125,8600.3203125,8617.2197265625,8617.2197265625,104577400
2019-02-14,8617.2197265625,8630.009765625,8579.099609375,8626.2802734375,8626.2802734375,92494400
2019-02-17,8626.2802734375,8635.98046875,8589.0302734375,8592.009765625,8592.009765625,77330700
2019-02-18,8592.009765625,8607.4501953125,8562.650390625,8569.830078125,8569.830078125,123097200
2019-02-19,8569.830078125,8570.76953125,8506.259765625,8516.599609375,8516.599609375,105875700
2019-02-20,8516.599609375,8567.240234375,8509.3203125,8567.240234375,8567.240234375,75197400
2019-02-21,8567.240234375,8573.8203125,8512.7197265625,8547.48046875,8547.48046875,77320300
2019-02-24,8547.48046875,8556.25,8513.26953125,8513.26953125,8513.26953125,93865500
2019-02-25,8513.26953125,8515.509765625,8410.33984375,8433.08984375,8433.08984375,112047900
2019-02-26,8433.08984375,8456.9501953125,8375.4404296875,8456.2197265625,8456.2197265625,81851300
2019-02-27,8456.2197265625,8472.5,8389.990234375,8472.5,8472.5,104284100
2019-02-28,8472.5,8502.419921875,8444.3095703125,8492.7001953125,8492.7001953125,111638300
2019-03-03,8492.7001953125,8554.7197265625,8492.7001953125,8534.26953125,8534.26953125,112923200
2019-03-04,8534.26953125,8565.419921875,8517.2099609375,8565.419921875,8565.419921875,112198100
2019-03-05,8565.419921875,8567.16015625,8539.400390625,8561.3701171875,8561.3701171875,118911500
2019-03-06,8561.3701171875,8561.3701171875,8516.0,8534.16015625,8534.16015625,99043200
2019-03-07,8534.16015625,8534.16015625,8437.9296875,8479.16015625,8479.16015625,119022700
2019-03-10,8479.16015625,8515.25,8461.330078125,8465.75,8465.75,130399600
2019-03-11,8465.75,8466.8603515625,8410.8095703125,8426.2900390625,8426.2900390625,113142500
2019-03-12,8426.2900390625,8446.0703125,8412.16015625,8446.0703125,8446.0703125,115378400
2019-03-13,8446.0703125,8526.6796875,8446.0703125,8526.6796875,8526.6796875,136064400
2019-03-14,8526.6796875,8585.7001953125,8526.6796875,8582.8798828125,8582.8798828125,185787800
2019-03-17,8582.8798828125,8606.4501953125,8553.3701171875,8563.4404296875,8563.4404296875,135467100
2019-03-18,8563.4404296875,8653.16015625,8539.1201171875,8653.16015625,8653.16015625,159296900
2019-03-19,8653.16015625,8666.5400390625,8630.1298828125,8658.9501953125,8658.9501953125,177614700
2019-03-20,8658.9501953125,8658.9501953125,8614.3203125,8640.51953125,8640.51953125,164174400
2019-03-21,8640.51953125,8714.1298828125,8635.169921875,8708.66015625,8708.66015625,118728000
2019-03-24,8708.66015625,8708.66015625,8643.66015625,8647.169921875,8647.169921875,115434100
2019-03-25,8647.169921875,8668.8095703125,8591.0302734375,8666.6904296875,8666.6904296875,127641600
2019-03-26,8666.6904296875,8685.349609375,8647.9599609375,8678.8798828125,8678.8798828125,130806100
2019-03-27,8678.8798828125,8766.330078125,8667.8701171875,8766.330078125,8766.330078125,122122700
2019-03-28,8766.330078125,8826.650390625,8749.240234375,8788.83984375,8788.83984375,123026900
2019-03-31,8788.83984375,8826.7099609375,8782.240234375,8819.4404296875,8819.4404296875,108421500
2019-04-01,8819.4404296875,8896.5498046875,8816.91015625,8896.5498046875,8896.5498046875,109890400
2019-04-02,8896.5498046875,8934.6904296875,8865.25,8934.6904296875,8934.6904296875,129980900
2019-04-03,8934.6904296875,8989.669921875,8934.6904296875,8985.48046875,8985.48046875,178060400
2019-04-04,8985.48046875,9065.6904296875,8936.2099609375,9063.8798828125,9063.8798828125,141249900
2019-04-07,9063.8798828125,9100.830078125,8988.419921875,9011.1103515625,9011.1103515625,120483000
2019-04-08,9011.1103515625,9037.9697265625,8944.4501953125,9037.9697265625,9037.9697265625,117541000
2019-04-09,9037.9697265625,9054.4501953125,9022.6904296875,9047.580078125,9047.580078125,112133500
2019-04-10,9047.580078125,9077.2001953125,9020.3798828125,9077.2001953125,9077.2001953125,116307600
2019-04-11,9077.2001953125,9099.8095703125,9064.849609375,9087.9697265625,9087.9697265625,132538900
2019-04-14,9087.9697265625,9087.9697265625,9042.650390625,9055.33984375,9055.33984375,100686900
2019-04-15,9055.33984375,9092.9599609375,9051.26953125,9088.1298828125,9088.1298828125,123840400
2019-04-16,9088.1298828125,9141.669921875,9082.8701171875,9139.5498046875,9139.5498046875,133336900
2019-04-17,9139.5498046875,9238.0498046875,9133.26953125,9238.0498046875,9238.0498046875,166561500
2019-04-18,9238.0498046875,9245.6298828125,9177.6298828125,9196.5302734375,9196.5302734375,106732400
2019-04-21,9196.5302734375,9241.1796875,9182.5400390625,9239.669921875,9239.669921875,119726800
2019-04-22,9239.669921875,9258.76953125,9186.08984375,9195.01953125,9195.01953125,158635100
2019-04-23,9195.01953125,9252.7900390625,9195.01953125,9227.9296875,9227.9296875,122488500
2019-04-24,9227.9296875,9255.099609375,9204.16015625,9237.76953125,9237.76953125,119589400
2019-04-25,9237.76953125,9275.6904296875,9198.330078125,9275.5400390625,9275.5400390625,176819100
2019-04-28,9275.5400390625,9304.7099609375,9249.4404296875,9265.7900390625,9265.7900390625,91379500
2019-04-29,9265.7900390625,9288.75,9230.3603515625,9276.5,9276.5,108568200
2019-04-30,9276.5,9364.830078125,9276.5,9304.2001953125,9304.2001953125,216896700
2019-05-01,9304.2001953125,9361.9599609375,9270.509765625,9361.9599609375,9361.9599609375,143163200
2019-05-02,9361.9599609375,9403.0498046875,9329.8203125,9336.900390625,9336.900390625,139850900
2019-05-05,9336.900390625,9336.900390625,9142.08984375,9178.9599609375,9178.9599609375,124843900
2019-05-06,9178.9599609375,9178.9599609375,8866.7802734375,9043.2197265625,9043.2197265625,148050100
2019-05-07,9043.2197265625,9082.73046875,8944.3896484375,8968.8603515625,8968.8603515625,106985500
2019-05-08,8968.8603515625,8968.8603515625,8860.509765625,8899.7998046875,8899.7998046875,100999000
2019-05-09,8899.7998046875,8936.1201171875,8801.7998046875,8856.9404296875,8856.9404296875,119031600
2019-05-12,8856.9404296875,8856.9404296875,8647.1298828125,8674.66015625,8674.66015625,111696900
2019-05-13,8674.66015625,8674.66015625,8366.6396484375,8366.6396484375,8366.6396484375,184467600
2019-05-14,8366.6396484375,8545.349609375,8189.97998046875,8374.26953125,8374.26953125,208304100
2019-05-15,8374.26953125,8621.3896484375,8374.26953125,8480.7001953125,8480.7001953125,177729800
2019-05-16,8480.7001953125,8621.849609375,8480.7001953125,8621.849609375,8621.849609375,137218200
2019-05-19,8621.849609375,8694.1201171875,8511.8095703125,8525.2197265625,8525.2197265625,101361500
2019-05-20,8525.2197265625,8531.3701171875,8374.8095703125,8468.9296875,8468.9296875,125373900
2019-05-21,8468.9296875,8609.349609375,8468.9296875,8609.349609375,8609.349609375,117714800
2019-05-22,8609.349609375,8718.26953125,8609.349609375,8656.169921875,8656.169921875,160753100
2019-05-23,8656.169921875,8662.9599609375,8494.4296875,8531.16015625,8531.16015625,153103600
2019-05-26,8531.16015625,8539.259765625,8270.0498046875,8360.1904296875,8360.1904296875,106223400
2019-05-27,8360.1904296875,8419.5498046875,8215.2900390625,8381.9697265625,8381.9697265625,116557700
2019-05-28,8381.9697265625,8550.900390625,8316.25,8550.900390625,8550.900390625,731691200
2019-05-29,8550.900390625,8550.900390625,8366.9501953125,8413.8798828125,8413.8798828125,114840400
2019-05-30,8413.8798828125,8516.48046875,8391.4404296875,8516.48046875,8516.48046875,95069100
2019-06-09,8516.48046875,8699.2197265625,8516.48046875,8699.2197265625,8699.2197265625,99678400
2019-06-10,8699.2197265625,8866.099609375,8699.2197265625,8849.2099609375,8849.2099609375,169996500
2019-06-11,8849.2099609375,8989.7197265625,8821.7197265625,8989.7197265625,8989.7197265625,178943200
2019-06-12,8989.7197265625,9084.75,8948.650390625,9084.75,9084.75,184866300
2019-06-13,9084.75,9084.75,8939.7197265625,8941.5400390625,8941.5400390625,183484200
2019-06-16,8941.5400390625,8978.26953125,8864.58984375,8886.83984375,8886.83984375,130365100
2019-06-17,8886.83984375,9001.8701171875,8886.83984375,8975.6298828125,8975.6298828125,218808500
2019-06-18,8975.6298828125,9018.7099609375,8924.7001953125,9000.4296875,9000.4296875,204725500
2019-06-19,9000.4296875,9036.5400390625,8936.259765625,8936.259765625,8936.259765625,219107600
2019-06-20,8936.259765625,8953.3896484375,8812.2099609375,8869.7001953125,8869.7001953125,307052600
2019-06-23,8869.7001953125,8884.349609375,8734.91015625,8739.16015625,8739.16015625,111205400
2019-06-24,8739.16015625,8748.91015625,8495.7998046875,8598.9697265625,8598.9697265625,138028700
2019-06-25,8598.9697265625,8649.8798828125,8532.5,8649.8798828125,8649.8798828125,155953700
2019-06-26,8649.8798828125,8719.6103515625,8649.8798828125,8687.080078125,8687.080078125,177393800
2019-06-27,8687.080078125,8811.759765625,8687.080078125,8796.6103515625,8796.6103515625,100527800
2019-06-30,8796.6103515625,8889.0,8796.6103515625,8821.759765625,8821.759765625,109289300
2019-07-01,8821.759765625,8852.6904296875,8808.6201171875,8852.6904296875,8852.6904296875,102871200
2019-07-02,8852.6904296875,8861.8798828125,8811.1796875,8834.259765625,8834.259765625,119612700
2019-07-03,8834.259765625,8854.759765625,8807.33984375,8853.4697265625,8853.4697265625,84280300
2019-07-04,8853.4697265625,8880.73046875,8834.8701171875,8846.5302734375,8846.5302734375,87544300
2019-07-07,8846.5302734375,8855.8701171875,8804.8896484375,8811.1103515625,8811.1103515625,89279900
2019-07-08,8811.1103515625,8827.009765625,8767.16015625,8827.009765625,8827.009765625,116162400
2019-07-09,8827.009765625,8854.490234375,8823.9296875,8854.490234375,8854.490234375,131494200
2019-07-10,8854.490234375,8906.259765625,8850.9404296875,8905.5703125,8905.5703125,121120700
2019-07-11,8905.5703125,8970.0,8903.8896484375,8968.23046875,8968.23046875,135093100
2019-07-14,8968.23046875,9050.5595703125,8968.23046875,9015.16015625,9015.16015625,124493600
2019-07-15,9015.16015625,9048.26953125,8969.849609375,9044.2099609375,9044.2099609375,114432900
2019-07-16,9044.2099609375,9090.400390625,9035.759765625,9073.009765625,9073.009765625,125904000
2019-07-17,9073.009765625,9089.4296875,9053.830078125,9075.5498046875,9075.5498046875,125257400
2019-07-18,9075.5498046875,9075.5498046875,9033.830078125,9033.830078125,9033.830078125,131202500
2019-07-21,9033.830078125,9033.830078125,8907.849609375,8957.7998046875,8957.7998046875,109321000
2019-07-22,8957.7998046875,8985.849609375,8907.4599609375,8907.4599609375,8907.4599609375,95925600
2019-07-23,8907.4599609375,8921.1796875,8796.0595703125,8796.0595703125,8796.0595703125,87874900
2019-07-24,8796.0595703125,8838.150390625,8763.5595703125,8785.740234375,8785.740234375,89678700
2019-07-25,8785.740234375,8819.0,8731.7197265625,8819.0,8819.0,135176000
2019-07-28,8819.0,8859.3203125,8755.7900390625,8859.3203125,8859.3203125,80311500
2019-07-29,8859.3203125,8859.3203125,8714.26953125,8729.1201171875,8729.1201171875,121217600
2019-07-30,8729.1201171875,8771.75,8704.169921875,8740.9296875,8740.9296875,108515200
2019-07-31,8740.9296875,8771.1103515625,8723.75,8732.6201171875,8732.6201171875,91635600
2019-08-01,8732.6201171875,8732.6201171875,8631.7001953125,8666.3896484375,8666.3896484375,87619600
2019-08-04,8666.3896484375,8666.3896484375,8514.740234375,8557.08984375,8557.08984375,95569400
2019-08-05,8557.08984375,8560.0302734375,8441.26953125,8465.25,8465.25,116217500
2019-08-06,8465.25,8465.25,8320.490234375,8394.0703125,8394.0703125,120835600
2019-08-07,8394.0703125,8517.2802734375,8394.0703125,8482.9501953125,8482.9501953125,111432400
2019-08-08,8482.9501953125,8554.4404296875,8448.83984375,8550.23046875,8550.23046875,118812400
2019-08-18,8550.23046875,8571.6298828125,8505.3896484375,8527.41015625,8527.41015625,94991300
2019-08-19,8527.41015625,8625.1796875,8527.41015625,8565.7900390625,8565.7900390625,118617600
2019-08-20,8565.7900390625,8627.4697265625,8565.7900390625,8589.75,8589.75,117836300
2019-08-21,8589.75,8596.919921875,8508.9296875,8508.9296875,8508.9296875,106706500
2019-08-22,8508.9296875,8530.400390625,8371.2900390625,8445.66015625,8445.66015625,202650300
2019-08-25,8445.66015625,8445.66015625,8233.490234375,8241.669921875,8241.669921875,99553500
2019-08-26,8241.669921875,8264.8095703125,8143.39990234375,8257.8603515625,8257.8603515625,125951100
2019-08-27,8257.8603515625,8320.9599609375,8086.91015625,8285.5400390625,8285.5400390625,766035100
2019-08-28,8285.5400390625,8285.5400390625,8149.1298828125,8171.169921875,8171.169921875,167135300
2019-08-29,8171.169921875,8193.1904296875,8013.68994140625,8019.77001953125,8019.77001953125,146934300
2019-09-01,8019.77001953125,8032.77001953125,7893.4501953125,7912.2998046875,7912.2998046875,93704700
2019-09-02,7912.2998046875,7972.97998046875,7857.9599609375,7971.14013671875,7971.14013671875,132721900
2019-09-03,7971.14013671875,8000.72021484375,7924.18017578125,7924.18017578125,7924.18017578125,133467800
2019-09-04,7924.18017578125,8058.39013671875,7924.18017578125,8058.39013671875,8058.39013671875,137368700
2019-09-05,8058.39013671875,8122.080078125,8010.35009765625,8054.75,8054.75,146052400
